Date, Close/Last, Volume, Open, High, Low
05/26/2020, 229.04, 33055350, 233.44, 233.57, 228.79
05/22/2020, 229.66, 28762390, 228.46, 229.87, 227.5
05/21/2020, 228.87, 43642910, 231.49, 232.135, 228.34
05/20/2020, 231.39, 37417000, 229.48, 231.76, 229.48
05/19/2020, 226.86, 36237300, 227.66, 229.85, 226.71
05/18/2020, 227.43, 42597550, 226.28, 228.68, 225.47
05/15/2020, 223.27, 55747210, 218.77, 223.33, 218.33
05/14/2020, 221.83, 51549350, 218.12, 221.87, 215.99
05/13/2020, 219.34, 65521210, 222.65, 224.61, 216.71
05/12/2020, 222.12, 41054120, 227.48, 228.095, 222.09
05/11/2020, 226.87, 35714130, 223.5, 227.93, 223.25
05/08/2020, 224.86, 31964420, 223.55, 225, 222.48
05/07/2020, 221.82, 38624840, 221.75, 222.73, 220.42
05/06/2020, 219, 36455220, 219.37, 221.04, 218.11
05/05/2020, 217.66, 37783080, 217.4, 220.14, 216.85
05/04/2020, 215.22, 32841020, 211.61, 215.45, 211.12
05/01/2020, 212.74, 48794970, 214.54, 216.67, 211.68
04/30/2020, 218.91, 43359480, 220.01, 220.04, 217.35
04/29/2020, 219, 48716410, 216.21, 219.97, 215.14
04/28/2020, 211.5, 46862820, 217.27, 217.32, 211.21
04/27/2020, 215.56, 36451700, 216.18, 216.63, 214.5
04/24/2020, 213.84, 34303370, 210.94, 214.3, 209.5
04/23/2020, 210.52, 43278540, 211.8, 214.435, 210.095
04/22/2020, 210.97, 40188770, 209.14, 212.35, 208.33
04/21/2020, 204.89, 72932770, 210.63, 211.16, 203.63
04/20/2020, 212.74, 38249130, 213.27, 215.88, 212.57
04/17/2020, 215.29, 62863220, 215.96, 216.51, 212.0801
04/16/2020, 213.25, 64657360, 211.78, 214.369, 209.69
04/15/2020, 209.43, 47035950, 208.48, 211.8338, 207.12
04/14/2020, 211.86, 63959560, 207.17, 212.5, 206.42
04/13/2020, 203.03, 42853950, 199.92, 203.42, 198.75
04/09/2020, 200.86, 68323930, 202.27, 203.22, 199.0281
04/08/2020, 200.57, 45940440, 198.0835, 201.17, 196.1733
04/07/2020, 196.4, 69904480, 202.14, 202.66, 196
04/06/2020, 196.48, 64763520, 190.38, 197.65, 189.19
04/03/2020, 183.37, 47487620, 185.5, 187.0716, 181.29
04/02/2020, 186.01, 56465350, 181.59, 190.1, 180.97
04/01/2020, 182.31, 53715380, 184.81, 187.66, 180.86
03/31/2020, 190.4, 62659270, 191.53, 195.25, 189.2
03/30/2020, 192.04, 49356940, 187.1, 192.49, 186.3406
03/27/2020, 185.3, 58844980, 186.93, 190.5149, 184.66
03/26/2020, 191.9, 79887560, 183.87, 192.72, 183.61
03/25/2020, 182.3, 88754910, 184.42, 189.51, 179.98
03/24/2020, 183.66, 94881790, 179.91, 183.83, 177.95
03/23/2020, 170.46, 124639600, 170.92, 174.21, 164.93
03/20/2020, 170.7, 118983900, 181.74, 182.87, 170.1
03/19/2020, 177.66, 120896500, 175.69, 183.49, 171.63
03/18/2020, 176.6, 114156300, 171.605, 179.22, 166.8
03/17/2020, 182.14, 121257100, 175.47, 184.39, 169.78
03/16/2020, 169.3, 92054390, 174.15, 184.68, 169.16
03/13/2020, 192.34, 134882000, 187.07, 194.48, 178.13
03/12/2020, 177.32, 137820700, 182.09, 190.78, 176.94
03/11/2020, 195.22, 89168780, 199.35, 200.75, 192.73
03/10/2020, 204.11, 100599200, 201.11, 204.3, 193.6802
03/09/2020, 193.57, 116424000, 193.48, 201.16, 192.11
03/06/2020, 208.02, 89828390, 204.67, 209.15, 202.91
03/05/2020, 211.59, 78705460, 212.69, 216.36, 210.1
03/04/2020, 218.22, 73086210, 213.32, 218.33, 211.37
03/03/2020, 209.48, 131953500, 217.11, 219.61, 207.62
03/02/2020, 216.42, 112933900, 208.88, 216.57, 205.94
02/28/2020, 205.8, 149247100, 198.92, 207.17, 198.17
02/27/2020, 205.64, 121822600, 211.05, 216.4235, 205.5
02/26/2020, 216.48, 80400050, 216.67, 220.28, 214.9
02/25/2020, 215.37, 97742980, 223.19, 223.9879, 214.74
02/24/2020, 221.39, 84522550, 221.84, 224.25, 220.26
02/21/2020, 230.27, 66058610, 233.64, 234.01, 229.3211
02/20/2020, 234.78, 42604020, 236.46, 236.95, 231.88
02/19/2020, 236.98, 22230460, 236.07, 237.47, 235.85
02/18/2020, 234.73, 24521240, 233.47, 235.17, 233.25
02/14/2020, 234.64, 23438530, 234.28, 234.86, 233.5501
02/13/2020, 233.97, 22773160, 232.62, 234.93, 232.36
02/12/2020, 234.27, 24471280, 233.34, 234.38, 232.8
02/11/2020, 232.01, 30197980, 233.21, 234.02, 231.3999
02/10/2020, 231.97, 21478930, 228.43, 231.98, 228.38
02/07/2020, 229.2, 25884930, 229.16, 230.44, 228.54
02/06/2020, 230.19, 22467080, 228.77, 230.25, 227.98
02/05/2020, 228.22, 38534820, 230.22, 230.25, 226.85
02/04/2020, 227.47, 30691210, 225.39, 227.86, 224.6523
02/03/2020, 222.38, 25468310, 220.14, 222.885, 219.99
